partner_type,link
associate partnership,https://www.weforum.org/organizations/byjus
associate partnership,https://www.weforum.org/organizations/candriam
associate partnership,https://www.weforum.org/organizations/celonis
associate partnership,https://www.weforum.org/organizations/cemex
associate partnership,https://www.weforum.org/organizations/cepsa
associate partnership,https://www.weforum.org/organizations/chengdu-xingcheng-investment-group
associate partnership,https://www.weforum.org/organizations/china-construction-bank
associate partnership,https://www.weforum.org/organizations/china-general-technology-group-holding
associate partnership,https://www.weforum.org/organizations/china-merchants-group
associate partnership,https://www.weforum.org/organizations/china-unionpay
associate partnership,https://www.weforum.org/organizations/citic-capital-holdings-limited
associate partnership,https://www.weforum.org/organizations/cj
associate partnership,https://www.weforum.org/organizations/claure-capital
associate partnership,https://www.weforum.org/organizations/cloudflare
associate partnership,https://www.weforum.org/organizations/cls-bank-international
associate partnership,https://www.weforum.org/organizations/coca-cola-hellenic-bottling-company
associate partnership,https://www.weforum.org/organizations/ii-vi
associate partnership,https://www.weforum.org/organizations/color
associate partnership,https://www.weforum.org/organizations/commonwealth-bank-of-australia
associate partnership,https://www.weforum.org/organizations/conde-nast
associate partnership,https://www.weforum.org/organizations/copenhagen-infrastructure-partners
associate partnership,https://www.weforum.org/organizations/coppel
associate partnership,https://www.weforum.org/organizations/corporacion-america
associate partnership,https://www.weforum.org/organizations/coursera
associate partnership,https://www.weforum.org/organizations/covington-burling
associate partnership,https://www.weforum.org/organizations/cox-enterprises
associate partnership,https://www.weforum.org/organizations/canada-pension-plan-investment-board
associate partnership,https://www.weforum.org/organizations/czd-holding
associate partnership,https://www.weforum.org/organizations/daesung-group
associate partnership,https://www.weforum.org/organizations/damac-properties
associate partnership,https://www.weforum.org/organizations/damen-shipyards-group
associate partnership,https://www.weforum.org/organizations/dana-gas-pjsc
associate partnership,https://www.weforum.org/organizations/dar-group
associate partnership,https://www.weforum.org/organizations/dcvc
associate partnership,https://www.weforum.org/organizations/desktop-metal
associate partnership,https://www.weforum.org/organizations/discovery
associate partnership,https://www.weforum.org/organizations/dnv-afc6343410
associate partnership,https://www.weforum.org/organizations/dow-jones-company
associate partnership,https://www.weforum.org/organizations/dr-reddys-ltd
associate partnership,https://www.weforum.org/organizations/dragos
associate partnership,https://www.weforum.org/organizations/drax-group
associate partnership,https://www.weforum.org/organizations/eastone-group
associate partnership,https://www.weforum.org/organizations/eczacibasi-holding
associate partnership,https://www.weforum.org/organizations/edenred
associate partnership,https://www.weforum.org/organizations/ovg-real-estate
associate partnership,https://www.weforum.org/organizations/elang-mahkota-teknologi-emtek
associate partnership,https://www.weforum.org/organizations/employees-provident-fund-epf
associate partnership,https://www.weforum.org/organizations/energy-impact-partners-lp
associate partnership,https://www.weforum.org/organizations/enquest-plc
associate partnership,https://www.weforum.org/organizations/eqt-partners-ab
associate partnership,https://www.weforum.org/organizations/essar-oil-uk
associate partnership,https://www.weforum.org/organizations/ezaki-glico
associate partnership,https://www.weforum.org/organizations/femsa
associate partnership,https://www.weforum.org/organizations/ferd
associate partnership,https://www.weforum.org/organizations/ferring-pharmaceuticals
associate partnership,https://www.weforum.org/organizations/ferrovial
associate partnership,https://www.weforum.org/organizations/fidelity-international
associate partnership,https://www.weforum.org/organizations/firstrand-ltd
associate partnership,https://www.weforum.org/organizations/flex
associate partnership,https://www.weforum.org/organizations/fortinet
associate partnership,https://www.weforum.org/organizations/fountainvest-partners-asia
associate partnership,https://www.weforum.org/organizations/foxconn-industrial-internet
associate partnership,https://www.weforum.org/organizations/fubon-financial-holding
associate partnership,https://www.weforum.org/organizations/galp-energia
associate partnership,https://www.weforum.org/organizations/gartner
associate partnership,https://www.weforum.org/organizations/gea-group
associate partnership,https://www.weforum.org/organizations/gecko-robotics
associate partnership,https://www.weforum.org/organizations/geox
associate partnership,https://www.weforum.org/organizations/gep
associate partnership,https://www.weforum.org/organizations/giti-group
associate partnership,https://www.weforum.org/organizations/globis-corporation
associate partnership,https://www.weforum.org/organizations/gloria
associate partnership,https://www.weforum.org/organizations/godrej-industries-ltd
associate partnership,https://www.weforum.org/organizations/goldentree-asset-management
associate partnership,https://www.weforum.org/organizations/government-of-flanders
associate partnership,https://www.weforum.org/organizations/grab
associate partnership,https://www.weforum.org/organizations/greenoaks-capital
associate partnership,https://www.weforum.org/organizations/groupe-bpce
associate partnership,https://www.weforum.org/organizations/grundfos
associate partnership,https://www.weforum.org/organizations/grupo-bal
associate partnership,https://www.weforum.org/organizations/grupo-isa
associate partnership,https://www.weforum.org/organizations/grupo-mega
associate partnership,https://www.weforum.org/organizations/gs-holdings
associate partnership,https://www.weforum.org/organizations/guangzhou-automobile-industry-group-co
associate partnership,https://www.weforum.org/organizations/guggenheim-partners-llc
associate partnership,https://www.weforum.org/organizations/h-m-hennes-mauritz
associate partnership,https://www.weforum.org/organizations/hackensack-meridian-health
associate partnership,https://www.weforum.org/organizations/heathrow-airport
associate partnership,https://www.weforum.org/organizations/hellman-friedman
associate partnership,https://www.weforum.org/organizations/henkel-ag-co-kgaa
associate partnership,https://www.weforum.org/organizations/hepsiburada
associate partnership,https://www.weforum.org/organizations/hess-corporation
associate partnership,https://www.weforum.org/organizations/hikma-pharmaceuticals-plc
associate partnership,https://www.weforum.org/organizations/holtzbrinck-publishing-group
associate partnership,https://www.weforum.org/organizations/honda-motor
associate partnership,https://www.weforum.org/organizations/hayel-saeed-anam-group-of-companies-hsa-group
associate partnership,https://www.weforum.org/organizations/huma
associate partnership,https://www.weforum.org/organizations/hunt-oil-company
associate partnership,https://www.weforum.org/organizations/hyosung-group
associate partnership,https://www.weforum.org/organizations/ideo-llc
associate partnership,https://www.weforum.org/organizations/ihlas-holding-sa
associate partnership,https://www.weforum.org/organizations/illycaffe-spa
associate partnership,https://www.weforum.org/organizations/indigo-agriculture
associate partnership,https://www.weforum.org/organizations/pt-indika-energy-tbk
associate partnership,https://www.weforum.org/organizations/indofood
associate partnership,https://www.weforum.org/organizations/industrial-and-commercial-bank-of-china-icbc
associate partnership,https://www.weforum.org/organizations/inox-group
associate partnership,https://www.weforum.org/organizations/international-container-terminal-services-inc-ictsi
associate partnership,https://www.weforum.org/organizations/investissement-quebec
associate partnership,https://www.weforum.org/organizations/ivita-health
associate partnership,https://www.weforum.org/organizations/safra-group
associate partnership,https://www.weforum.org/organizations/japan-external-trade-organization-jetro
associate partnership,https://www.weforum.org/organizations/jg-summit-holdings
associate partnership,https://www.weforum.org/organizations/johannesburg-stock-exchange
associate partnership,https://www.weforum.org/organizations/john-keells-holdings
associate partnership,https://www.weforum.org/organizations/johnson-controls-inc
associate partnership,https://www.weforum.org/organizations/johnson-matthey
associate partnership,https://www.weforum.org/organizations/js-group
associate partnership,https://www.weforum.org/organizations/juffali-and-brothers
associate partnership,https://www.weforum.org/organizations/kcap-holdings
associate partnership,https://www.weforum.org/organizations/kikkoman-corporation
associate partnership,https://www.weforum.org/organizations/kingdom-holding-co
associate partnership,https://www.weforum.org/organizations/kraneshares
associate partnership,https://www.weforum.org/organizations/kuwait-industries
associate partnership,https://www.weforum.org/organizations/lawson-inc
associate partnership,https://www.weforum.org/organizations/lek-consulting
associate partnership,https://www.weforum.org/organizations/lenovo-hk-services-ltd
associate partnership,https://www.weforum.org/organizations/limak-holding
associate partnership,https://www.weforum.org/organizations/lockheed-martin-corporation
associate partnership,https://www.weforum.org/organizations/luma-bio
associate partnership,https://www.weforum.org/organizations/lvmh-moet-hennessy-louis-vuitton
associate partnership,https://www.weforum.org/organizations/lyondellbasell
associate partnership,https://www.weforum.org/organizations/maekyung-media-group
associate partnership,https://www.weforum.org/organizations/magic-leap
associate partnership,https://www.weforum.org/organizations/mayfield-fund
associate partnership,https://www.weforum.org/organizations/mcdermott-international
associate partnership,https://www.weforum.org/organizations/medable
associate partnership,https://www.weforum.org/organizations/mercuria-energy-group-holding-sa
associate partnership,https://www.weforum.org/organizations/meridiam-infrastructure
associate partnership,https://www.weforum.org/organizations/mitsui-chemicals
associate partnership,https://www.weforum.org/organizations/mks-switzerland-sa
associate partnership,https://www.weforum.org/organizations/moderna-therapeutics
associate partnership,https://www.weforum.org/organizations/morgan-lewis
associate partnership,https://www.weforum.org/organizations/motive-partners
associate partnership,https://www.weforum.org/organizations/mott-macdonald
associate partnership,https://www.weforum.org/organizations/atlantia
associate partnership,https://www.weforum.org/organizations/njsc-naftogaz-of-ukraine
associate partnership,https://www.weforum.org/organizations/nax-group
associate partnership,https://www.weforum.org/organizations/nedbank-group
associate partnership,https://www.weforum.org/organizations/network-for-teaching-entrepreneurship-nfte
associate partnership,https://www.weforum.org/organizations/newcleo
associate partnership,https://www.weforum.org/organizations/nn-group
associate partnership,https://www.weforum.org/organizations/noom
associate partnership,https://www.weforum.org/organizations/nordvpn
associate partnership,https://www.weforum.org/organizations/north-island
associate partnership,https://www.weforum.org/organizations/ntpc
associate partnership,https://www.weforum.org/organizations/nv-investments
associate partnership,https://www.weforum.org/organizations/oaknorth
associate partnership,https://www.weforum.org/organizations/oando-plc
associate partnership,https://www.weforum.org/organizations/ominvest
associate partnership,https://www.weforum.org/organizations/omv
associate partnership,https://www.weforum.org/organizations/orano
associate partnership,https://www.weforum.org/organizations/organon
associate partnership,https://www.weforum.org/organizations/palo-alto-networks
associate partnership,https://www.weforum.org/organizations/pathfinder-group
associate partnership,https://www.weforum.org/organizations/paytm
associate partnership,https://www.weforum.org/organizations/pegasystems
associate partnership,https://www.weforum.org/organizations/permodalan-nasional
associate partnership,https://www.weforum.org/organizations/pictet-group
associate partnership,https://www.weforum.org/organizations/planet-labs
associate partnership,https://www.weforum.org/organizations/antwerp-port-authority
associate partnership,https://www.weforum.org/organizations/project44
associate partnership,https://www.weforum.org/organizations/psa-international
associate partnership,https://www.weforum.org/organizations/psp-investments
associate partnership,https://www.weforum.org/organizations/ptt-public-company-limited
associate partnership,https://www.weforum.org/organizations/qatar-national-bank
associate partnership,https://www.weforum.org/organizations/qiagen-nv
associate partnership,https://www.weforum.org/organizations/quexco-inc
associate partnership,https://www.weforum.org/organizations/rakuten
associate partnership,https://www.weforum.org/organizations/polo-ralph-lauren-corp
associate partnership,https://www.weforum.org/organizations/randon-companies
associate partnership,https://www.weforum.org/organizations/randstad-holding
associate partnership,https://www.weforum.org/organizations/reech
associate partnership,https://www.weforum.org/organizations/renaissancere-holdings
associate partnership,https://www.weforum.org/organizations/renew-power
associate partnership,https://www.weforum.org/organizations/ringier
associate partnership,https://www.weforum.org/organizations/ripple
associate partnership,https://www.weforum.org/organizations/roche
associate partnership,https://www.weforum.org/organizations/roland-berger-holding-gmbh
associate partnership,https://www.weforum.org/organizations/al-ula
associate partnership,https://www.weforum.org/organizations/royal-vopak
associate partnership,https://www.weforum.org/organizations/ruder-finn
associate partnership,https://www.weforum.org/organizations/russell-reynolds-associates
associate partnership,https://www.weforum.org/organizations/rwe
associate partnership,https://www.weforum.org/organizations/s4capital
associate partnership,https://www.weforum.org/organizations/the-samuel-group
associate partnership,https://www.weforum.org/organizations/san-miguel-corporation
associate partnership,https://www.weforum.org/organizations/sandboxaq
associate partnership,https://www.weforum.org/organizations/saudi-industrial-development-fund
associate partnership,https://www.weforum.org/organizations/saudi-national-bank
associate partnership,https://www.weforum.org/organizations/scale-ai
associate partnership,https://www.weforum.org/organizations/sealed-air
associate partnership,https://www.weforum.org/organizations/sekunjalo-investment-holdings-pty-limited
associate partnership,https://www.weforum.org/organizations/sg-holdings
associate partnership,https://www.weforum.org/organizations/siam-cement-group
associate partnership,https://www.weforum.org/organizations/gamesa-corporacion-tecnologica-sa
associate partnership,https://www.weforum.org/organizations/siemens-healthineers
associate partnership,https://www.weforum.org/organizations/sino-group
associate partnership,https://www.weforum.org/organizations/six-group
associate partnership,https://www.weforum.org/organizations/skillsoft
associate partnership,https://www.weforum.org/organizations/schlumberger
associate partnership,https://www.weforum.org/organizations/solaredge
associate partnership,https://www.weforum.org/organizations/solugen
associate partnership,https://www.weforum.org/organizations/sonae-sa
associate partnership,https://www.weforum.org/organizations/state-bank-of-india
associate partnership,https://www.weforum.org/organizations/state-farm-mutual-automobile-insurance-companies
associate partnership,https://www.weforum.org/organizations/stellar-development-foundation
associate partnership,https://www.weforum.org/organizations/stena-ab
associate partnership,https://www.weforum.org/organizations/stifel-financial
associate partnership,https://www.weforum.org/organizations/suez
associate partnership,https://www.weforum.org/organizations/sun-pharmaceutical-industries
associate partnership,https://www.weforum.org/organizations/swiss-bank-of-geneva-bcge
associate partnership,https://www.weforum.org/organizations/swiss-international-air-lines-ltd
associate partnership,https://www.weforum.org/organizations/syngenta-group
associate partnership,https://www.weforum.org/organizations/teleperformance
associate partnership,https://www.weforum.org/organizations/tencent-holdings
associate partnership,https://www.weforum.org/organizations/estee-lauder
associate partnership,https://www.weforum.org/organizations/thermo-fisher-scientific-inc
associate partnership,https://www.weforum.org/organizations/tillman-global-holdings-llc
associate partnership,https://www.weforum.org/organizations/time
associate partnership,https://www.weforum.org/organizations/titan-cement-company
associate partnership,https://www.weforum.org/organizations/tno
associate partnership,https://www.weforum.org/organizations/tokio-marine-holdings
associate partnership,https://www.weforum.org/organizations/tony-blair-institute-for-global-change
associate partnership,https://www.weforum.org/organizations/tosyali-holding-a-s
associate partnership,https://www.weforum.org/organizations/toyota-motor-corporation
associate partnership,https://www.weforum.org/organizations/trade-and-development-bank-of-mongolia
associate partnership,https://www.weforum.org/organizations/tradeshift
associate partnership,https://www.weforum.org/organizations/trane-technologies
associate partnership,https://www.weforum.org/organizations/tree-energy-solutions-tes-h2
associate partnership,https://www.weforum.org/organizations/trellix
associate partnership,https://www.weforum.org/organizations/tsingtao-brewery-co-ltd
associate partnership,https://www.weforum.org/organizations/turkish-wealth-fund
associate partnership,https://www.weforum.org/organizations/tvs-group
associate partnership,https://www.weforum.org/organizations/ul
associate partnership,https://www.weforum.org/organizations/unico
associate partnership,https://www.weforum.org/organizations/unipol-gruppo-finanziario
associate partnership,https://www.weforum.org/organizations/unitel
associate partnership,https://www.weforum.org/organizations/vital-capital-fund
associate partnership,https://www.weforum.org/organizations/voyager-space-holdings
associate partnership,https://www.weforum.org/organizations/vsp-global
associate partnership,https://www.weforum.org/organizations/web-3-0-technologies-foundation
associate partnership,https://www.weforum.org/organizations/williams-sonoma
associate partnership,https://www.weforum.org/organizations/world-fuel-services
associate partnership,https://www.weforum.org/organizations/worley
associate partnership,https://www.weforum.org/organizations/xiaomi
associate partnership,https://www.weforum.org/organizations/guangzhou-yuexiu-holding
associate partnership,https://www.weforum.org/organizations/zf-friedrichshafen
associate partnership,https://www.weforum.org/organizations/zs
platform partner,https://www.weforum.org/organizations/aegea
platform partner,https://www.weforum.org/organizations/african-risk-capacity-arc
platform partner,https://www.weforum.org/organizations/aib-group
platform partner,https://www.weforum.org/organizations/airbus
platform partner,https://www.weforum.org/organizations/american-express-global-business-travel
platform partner,https://www.weforum.org/organizations/apedb
platform partner,https://www.weforum.org/organizations/appen
platform partner,https://www.weforum.org/organizations/archer-materials
platform partner,https://www.weforum.org/organizations/asimco-technology
platform partner,https://www.weforum.org/organizations/banco-nacional-de-panama-banconal
platform partner,https://www.weforum.org/organizations/bgk
platform partner,https://www.weforum.org/organizations/bank-of-industry
platform partner,https://www.weforum.org/organizations/beximco-group
platform partner,https://www.weforum.org/organizations/biotechnology-innovation-organization
platform partner,https://www.weforum.org/organizations/brandi
platform partner,https://www.weforum.org/organizations/colgate-palmolive
platform partner,https://www.weforum.org/organizations/commercial-international-bank-cib
platform partner,https://www.weforum.org/organizations/consello-llc
platform partner,https://www.weforum.org/organizations/culture-amp
platform partner,https://www.weforum.org/organizations/cyberark
platform partner,https://www.weforum.org/organizations/dairy-management
platform partner,https://www.weforum.org/organizations/dnv-afc6343410
platform partner,https://www.weforum.org/organizations/eastern-networks-eastnets
platform partner,https://www.weforum.org/organizations/eden-global-partners
platform partner,https://www.weforum.org/organizations/edward-jones
platform partner,https://www.weforum.org/organizations/etoro
platform partner,https://www.weforum.org/organizations/fluxys
platform partner,https://www.weforum.org/organizations/frontiers-open-access-journals
platform partner,https://www.weforum.org/organizations/fuelcell-energy
platform partner,https://www.weforum.org/organizations/garrett-motion
platform partner,https://www.weforum.org/organizations/grayscale-investments-llc
platform partner,https://www.weforum.org/organizations/guangdong-galanz-enterprise-group
platform partner,https://www.weforum.org/organizations/guidance
platform partner,https://www.weforum.org/organizations/integral-petroleum
platform partner,https://www.weforum.org/organizations/international-centre-for-industrial-transformation
platform partner,https://www.weforum.org/organizations/invest-ottawa
platform partner,https://www.weforum.org/organizations/jabil-circuit-guangzhou
platform partner,https://www.weforum.org/organizations/jahez
platform partner,https://www.weforum.org/organizations/jera
platform partner,https://www.weforum.org/organizations/jetline-group-of-companies
platform partner,https://www.weforum.org/organizations/kaltroco
platform partner,https://www.weforum.org/organizations/king-faisal-specialist-hospital-and-research-centre
platform partner,https://www.weforum.org/organizations/kyndryl
platform partner,https://www.weforum.org/organizations/lamar-holding
platform partner,https://www.weforum.org/organizations/leaseplan
platform partner,https://www.weforum.org/organizations/lenovo-hk-services-ltd
platform partner,https://www.weforum.org/organizations/longi-green-energy-technology-co
platform partner,https://www.weforum.org/organizations/maharashtra-institution-for-transformation-mitra
platform partner,https://www.weforum.org/organizations/mari-petroleum-company-limited
platform partner,https://www.weforum.org/organizations/midea-group
platform partner,https://www.weforum.org/organizations/natura-co
platform partner,https://www.weforum.org/organizations/neom
platform partner,https://www.weforum.org/organizations/neste
platform partner,https://www.weforum.org/organizations/nrf
platform partner,https://www.weforum.org/organizations/nuclearelectrica
platform partner,https://www.weforum.org/organizations/asyad-group
platform partner,https://www.weforum.org/organizations/omers
platform partner,https://www.weforum.org/organizations/petroleo-brasileiro-sa-petrobras
platform partner,https://www.weforum.org/organizations/pharco
platform partner,https://www.weforum.org/organizations/qatar-development-bank
platform partner,https://www.weforum.org/organizations/robinhood
platform partner,https://www.weforum.org/organizations/scan-global-logistics
platform partner,https://www.weforum.org/organizations/ses-imagotag
platform partner,https://www.weforum.org/organizations/saudi-information-technology-company
platform partner,https://www.weforum.org/organizations/south-african-reserve-bank-sarb
platform partner,https://www.weforum.org/organizations/svolt-energy-technology
platform partner,https://www.weforum.org/organizations/tae-technologies
platform partner,https://www.weforum.org/organizations/ipa-qatar
platform partner,https://www.weforum.org/organizations/therme-group
platform partner,https://www.weforum.org/organizations/haldor-topsoe-a-s
platform partner,https://www.weforum.org/organizations/turkish-employers-association-of-metal-industries-mess
platform partner,https://www.weforum.org/organizations/tuv-sud
platform partner,https://www.weforum.org/organizations/ups
platform partner,https://www.weforum.org/organizations/verisk-analytics
platform partner,https://www.weforum.org/organizations/zorgverzekeraar-vgz
platform partner,https://www.weforum.org/organizations/xylem
platform partner,https://www.weforum.org/organizations/yatsen-global
platform partner,https://www.weforum.org/organizations/changsha-zoomlion-heavy-industry-science-technology-development
new champions,https://www.weforum.org/organizations/agroamerica
new champions,https://www.weforum.org/organizations/sakr-group
new champions,https://www.weforum.org/organizations/allied-bank
new champions,https://www.weforum.org/organizations/anglobal
new champions,https://www.weforum.org/organizations/aparna-enterprises
new champions,https://www.weforum.org/organizations/apriori-technologies
new champions,https://www.weforum.org/organizations/asia-world-group
new champions,https://www.weforum.org/organizations/asistensi
new champions,https://www.weforum.org/organizations/aso-corporation
new champions,https://www.weforum.org/organizations/aster-dm-healthcare
new champions,https://www.weforum.org/organizations/aurec-capital-group
new champions,https://www.weforum.org/organizations/axtria
new champions,https://www.weforum.org/organizations/bacalia-group
new champions,https://www.weforum.org/organizations/bank-of-qingdao
new champions,https://www.weforum.org/organizations/ankorgaz
new champions,https://www.weforum.org/organizations/blendhub
new champions,https://www.weforum.org/organizations/bloomage-biotechnology
new champions,https://www.weforum.org/organizations/blue-horizon-international
new champions,https://www.weforum.org/organizations/brunswick-group
new champions,https://www.weforum.org/organizations/bsi
new champions,https://www.weforum.org/organizations/bts-group
new champions,https://www.weforum.org/organizations/byco-petroleum-pakistan
new champions,https://www.weforum.org/organizations/carson-cumberbatch
new champions,https://www.weforum.org/organizations/codewise
new champions,https://www.weforum.org/organizations/ch-karnchang-public-company-limited-ck
new champions,https://www.weforum.org/organizations/genki-forest-beijing-food-co-ltd
new champions,https://www.weforum.org/organizations/chiba-bank
new champions,https://www.weforum.org/organizations/china-bohai-bank
new champions,https://www.weforum.org/organizations/chindata-group
new champions,https://www.weforum.org/organizations/chip-mong-group
new champions,https://www.weforum.org/organizations/climatepartner
new champions,https://www.weforum.org/organizations/coyote-bioscience
new champions,https://www.weforum.org/organizations/crown-agents-bank
new champions,https://www.weforum.org/organizations/dabur-india-ltd
new champions,https://www.weforum.org/organizations/dalberg
new champions,https://www.weforum.org/organizations/dalian-bingshan-group-co-dbgc
new champions,https://www.weforum.org/organizations/dalian-commodity-exchange
new champions,https://www.weforum.org/organizations/dalian-pengsheng-group
new champions,https://www.weforum.org/organizations/58-daojia
new champions,https://www.weforum.org/organizations/dataminr
new champions,https://www.weforum.org/organizations/datvietvac-group-holdings
new champions,https://www.weforum.org/organizations/descon
new champions,https://www.weforum.org/organizations/dmsca-supplier-development-foundation
new champions,https://www.weforum.org/organizations/eastgarden-international-group
new champions,https://www.weforum.org/organizations/elite-prep
new champions,https://www.weforum.org/organizations/execonline
new champions,https://www.weforum.org/organizations/explorance
new champions,https://www.weforum.org/organizations/far-east-holding-group
new champions,https://www.weforum.org/organizations/fingerprint-cards
new champions,https://www.weforum.org/organizations/flottweg
new champions,https://www.weforum.org/organizations/fohoway-tianjin-pharmaceutical
new champions,https://www.weforum.org/organizations/fsn-capital-partners
new champions,https://www.weforum.org/organizations/gemini-corporation
new champions,https://www.weforum.org/organizations/graphjet-technology
new champions,https://www.weforum.org/organizations/green-delta-insurance-company
new champions,https://www.weforum.org/organizations/greiner-holding
new champions,https://www.weforum.org/organizations/guardant-health
new champions,https://www.weforum.org/organizations/h3c
new champions,https://www.weforum.org/organizations/hengchang-litong-investment-management-beijing-co
new champions,https://www.weforum.org/organizations/holman-enterprises
new champions,https://www.weforum.org/organizations/honoris-united-universities
new champions,https://www.weforum.org/organizations/hubner-gmbh
new champions,https://www.weforum.org/organizations/imperial-logistics
new champions,https://www.weforum.org/organizations/in4-os-us
new champions,https://www.weforum.org/organizations/jetex-flight-support
new champions,https://www.weforum.org/organizations/kaizen-institute-consulting-group
new champions,https://www.weforum.org/organizations/kale-group
new champions,https://www.weforum.org/organizations/keidanren-japan-business-federation
new champions,https://www.weforum.org/organizations/king-wood-mallesons
new champions,https://www.weforum.org/organizations/kois-invest
new champions,https://www.weforum.org/organizations/lab49
new champions,https://www.weforum.org/organizations/manipal-health-enterprises
new champions,https://www.weforum.org/organizations/martin-dow-limited
new champions,https://www.weforum.org/organizations/meridian-corporation
new champions,https://www.weforum.org/organizations/midis-group
new champions,https://www.weforum.org/organizations/mozilla-corporation
new champions,https://www.weforum.org/organizations/nanban-esg-solutions
new champions,https://www.weforum.org/organizations/nash-india
new champions,https://www.weforum.org/organizations/nishith-desai-associates
new champions,https://www.weforum.org/organizations/oisix-daichi
new champions,https://www.weforum.org/organizations/optel-group
new champions,https://www.weforum.org/organizations/beijing-organic-and-beyond-corporation
new champions,https://www.weforum.org/organizations/palo-it-group
new champions,https://www.weforum.org/organizations/perfect-world
new champions,https://www.weforum.org/organizations/phongsavanh-bank
new champions,https://www.weforum.org/organizations/pinheiro-neto-advogados
new champions,https://www.weforum.org/organizations/power-dekor-group
new champions,https://www.weforum.org/organizations/puravankara-limited
new champions,https://www.weforum.org/organizations/qatar-financial-centre-regulatory-authority
new champions,https://www.weforum.org/organizations/quotient
new champions,https://www.weforum.org/organizations/remixpoint
new champions,https://www.weforum.org/organizations/responsible-cyber-pte-ltd
new champions,https://www.weforum.org/organizations/ricardo
new champions,https://www.weforum.org/organizations/risk-insights
new champions,https://www.weforum.org/organizations/rohto-pharmaceutical
new champions,https://www.weforum.org/organizations/septodont
new champions,https://www.weforum.org/organizations/shukun
new champions,https://www.weforum.org/organizations/sincerity-international-group
new champions,https://www.weforum.org/organizations/skypower
new champions,https://www.weforum.org/organizations/sun-finance-group
new champions,https://www.weforum.org/organizations/teamshares-inc
new champions,https://www.weforum.org/organizations/temenos
new champions,https://www.weforum.org/organizations/tianjin-jinbin-development-co
new champions,https://www.weforum.org/organizations/tradeasia-international
new champions,https://www.weforum.org/organizations/transcosmos
new champions,https://www.weforum.org/organizations/transport-corporation-of-india
new champions,https://www.weforum.org/organizations/u-earth
new champions,https://www.weforum.org/organizations/vda-legal-partners
new champions,https://www.weforum.org/organizations/verra
new champions,https://www.weforum.org/organizations/vf-worldwide-holdings
new champions,https://www.weforum.org/organizations/vibrant-energy
new champions,https://www.weforum.org/organizations/vietcombank
new champions,https://www.weforum.org/organizations/worldbridge
new champions,https://www.weforum.org/organizations/xenco-medical
new champions,https://www.weforum.org/organizations/zahid-group
new champions,https://www.weforum.org/organizations/zhongguancun-development-group
global innovators,https://www.weforum.org/organizations/3yourmind
global innovators,https://www.weforum.org/organizations/a-o-proptech
global innovators,https://www.weforum.org/organizations/aera-technology
global innovators,https://www.weforum.org/organizations/akselos-sa
global innovators,https://www.weforum.org/organizations/aleph-farms
global innovators,https://www.weforum.org/organizations/alesca-life
global innovators,https://www.weforum.org/organizations/altana-ai
global innovators,https://www.weforum.org/organizations/amogy
global innovators,https://www.weforum.org/organizations/antora-energy
global innovators,https://www.weforum.org/organizations/astroscale
global innovators,https://www.weforum.org/organizations/avanci
global innovators,https://www.weforum.org/organizations/avellino-labs
global innovators,https://www.weforum.org/organizations/bestpractice-ai
global innovators,https://www.weforum.org/organizations/bigspring
global innovators,https://www.weforum.org/organizations/black-lake
global innovators,https://www.weforum.org/organizations/brainbox-ai
global innovators,https://www.weforum.org/organizations/brightseed-bio
global innovators,https://www.weforum.org/organizations/the-cantellus-group
global innovators,https://www.weforum.org/organizations/canvass-ai
global innovators,https://www.weforum.org/organizations/casperlabs
global innovators,https://www.weforum.org/organizations/causalens
global innovators,https://www.weforum.org/organizations/complyadvantage
global innovators,https://www.weforum.org/organizations/contents-technologies
global innovators,https://www.weforum.org/organizations/crisp
global innovators,https://www.weforum.org/organizations/ctm360
global innovators,https://www.weforum.org/organizations/cujo-llc
global innovators,https://www.weforum.org/organizations/dataprophet
global innovators,https://www.weforum.org/organizations/dawex
global innovators,https://www.weforum.org/organizations/deepen
global innovators,https://www.weforum.org/organizations/dimanex
global innovators,https://www.weforum.org/organizations/dorae
global innovators,https://www.weforum.org/organizations/earli
global innovators,https://www.weforum.org/organizations/ellipsis-health
global innovators,https://www.weforum.org/organizations/embibe
global innovators,https://www.weforum.org/organizations/evermos
global innovators,https://www.weforum.org/organizations/fluxus
global innovators,https://www.weforum.org/organizations/fomo-pay-pte-ltd
global innovators,https://www.weforum.org/organizations/garrison
global innovators,https://www.weforum.org/organizations/ghgsat
global innovators,https://www.weforum.org/organizations/gloat
global innovators,https://www.weforum.org/organizations/guangzhishu-technology
global innovators,https://www.weforum.org/organizations/hurb
global innovators,https://www.weforum.org/organizations/ispace
global innovators,https://www.weforum.org/organizations/konux
global innovators,https://www.weforum.org/organizations/korber-digital
global innovators,https://www.weforum.org/organizations/lanzajet
global innovators,https://www.weforum.org/organizations/lanzatech
global innovators,https://www.weforum.org/organizations/ops-solutions
global innovators,https://www.weforum.org/organizations/magnix
global innovators,https://www.weforum.org/organizations/makinarocks
global innovators,https://www.weforum.org/organizations/mattermost
global innovators,https://www.weforum.org/organizations/modern-meadow-inc
global innovators,https://www.weforum.org/organizations/navvis
global innovators,https://www.weforum.org/organizations/netguru
global innovators,https://www.weforum.org/organizations/omnibot
global innovators,https://www.weforum.org/organizations/one-concern
global innovators,https://www.weforum.org/organizations/open-mineral-822320995d
global innovators,https://www.weforum.org/organizations/otorio
